   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
 383.0  523476  0.726  1455  1541  2605 970  30   0   0   0   0  -1  24.6  70
 384.0  520704  0.722  1455  1541  2610 970  30   0   0   0   0  -1  24.6  70
 385.0  517936  0.718  1455  1542  2615 970  30   0   0   0   0  -1  24.6  70
 386.0  515171  0.714  1455  1542  2620 970  30   0   0   0   0  -1  24.6  70
 387.0  512411  0.711  1455  1543  2625 970  30   0   0   0   0  -1  24.6  70
 388.0  509656  0.707  1455  1543  2630 970  30   0   0   0   0  -1  24.6  70
 389.0  506906  0.703  1455  1544  2635 970  30   0   0   0   0  -1  24.6  70
 390.0  504161  0.699  1456  1544  2640 970  30   0   0   0   0  -1  24.6  70
 391.0  501421  0.695  1456  1545  2645 970  30   0   0   0   0  -1  24.6  70
 392.0  498688  0.692  1456  1545  2650 970  30   0   0   0   0  -1  24.6  70
 393.0  495960  0.688  1456  1546  2655 970  30   0   0   0   0  -1  24.6  70
 394.0  493239  0.684  1456  1546  2660 970  30   0   0   0   0  -1  24.6  70
 395.0  490524  0.680  1456  1547  2665 970  30   0   0   0   0  -1  24.6  70
 396.0  487817  0.676  1456  1547  2670 970  30   0   0   0   0  -1  24.6  70
 397.0  485116  0.673  1456  1548  2675 970  30   0   0   0   0  -1  24.6  70
 398.0  482423  0.669  1457  1548  2680 970  30   0   0   0   0  -1  24.6  70
 399.0  479738  0.665  1457  1549  2685 970  30   0   0   0   0  -1  24.6  70
 400.0  477060  0.662  1457  1549  2690 970  30   0   0   0   0  -1  24.6  70
 401.0  474390  0.658  1457  1549  2695 970  30   0   0   0   0  -1  24.6  70
 402.0  471728  0.654  1457  1550  2700 970  30   0   0   0   0  -1  24.6  70
 403.0  469075  0.650  1457  1550  2705 970  30   0   0   0   0  -1  24.6  70
 404.0  466431  0.647  1457  1551  2710 970  30   0   0   0   0  -1  24.6  70
 405.0  463795  0.643  1457  1551  2715 970  30   0   0   0   0  -1  24.6  70
 406.0  461168  0.640  1457  1552  2720 970  30   0   0   0   0  -1  24.6  70
 407.0  458551  0.636  1458  1552  2726 969  30   0   0   0   0  -1  24.6  70
 408.0  455942  0.632  1458  1553  2731 969  30   0   0   0   0  -1  24.6  70
 409.0  453343  0.629  1458  1553  2736 969  30   0   0   0   0  -1  24.6  70
 410.0  450754  0.625  1458  1554  2741 969  31   0   0   0   0  -1  24.6  70
 411.0  448175  0.622  1458  1554  2746 969  31   0   0   0   0  -1  24.6  70
 412.0  445605  0.618  1458  1555  2751 969  31   0   0   0   0  -1  24.6  70
 413.0  443045  0.614  1458  1555  2756 969  31   0   0   0   0  -1  24.6  70
 414.0  440496  0.611  1458  1556  2761 969  31   0   0   0   0  -1  24.6  70
 415.0  437957  0.607  1458  1556  2766 969  31   0   0   0   0  -1  24.6  70
 416.0  435428  0.604  1458  1557  2771 969  31   0   0   0   0  -1  24.6  70
 417.0  432910  0.600  1458  1557  2776 969  31   0   0   0   0  -1  24.6  70
 418.0  430403  0.597  1459  1558  2781 969  31   0   0   0   0  -1  24.6  70
 419.0  427906  0.593  1459  1558  2786 969  31   0   0   0   0  -1  24.6  70
 420.0  425421  0.590  1459  1559  2791 969  31   0   0   0   0  -1  24.6  70
 421.0  422946  0.587  1459  1559  2796 969  31   0   0   0   0  -1  24.6  70
 422.0  420482  0.583  1459  1560  2801 969  31   0   0   0   0  -1  24.6  70
 423.0  418029  0.580  1459  1561  2806 969  31   0   0   0   0  -1  24.6  70
 424.0  415588  0.576  1459  1561  2811 969  31   0   0   0   0  -1  24.6  70
 425.0  413158  0.573  1459  1562  2816 969  31   0   0   0   0  -1  24.6  70
 426.0  410739  0.570  1459  1562  2821 969  31   0   0   0   0  -1  24.6  70
 427.0  408332  0.566  1459  1563  2826 969  31   0   0   0   0  -1  24.6  70
 428.0  405936  0.563  1459  1564  2831 969  31   0   0   0   0  -1  24.6  70
 429.0  403552  0.560  1459  1564  2836 969  31   0   0   0   0  -1  24.6  70
 430.0  401180  0.556  1459  1565  2841 969  31   0   0   0   0  -1  24.6  70
 431.0  398819  0.553  1460  1566  2846 969  31   0   0   0   0  -1  24.6  70
 432.0  396470  0.550  1460  1567  2851 969  31   0   0   0   0  -1  24.6  70
 433.0  394133  0.547  1460  1567  2856 969  31   0   0   0   0  -1  24.6  70
 434.0  391808  0.543  1460  1568  2861 969  31   0   0   0   0  -1  24.6  70
 435.0  389494  0.540  1460  1569  2866 969  31   0   0   0   0  -1  24.6  70
 436.0  387193  0.537  1460  1570  2871 968  31   0   0   0   0  -1  24.6  70
 437.0  384903  0.534  1460  1571  2876 968  31   0   0   0   0  -1  24.6  70
 438.0  382625  0.531  1460  1572  2881 968  31   0   0   0   0  -1  24.6  70
 439.0  380360  0.527  1460  1573  2886 968  32   0   0   0   0  -1  24.6  70
 440.0  378107  0.524  1460  1574  2891 968  32   0   0   0   0  -1  24.6  70
 441.0  375865  0.521  1460  1575  2896 968  32   0   0   0   0  -1  24.6  70
 442.0  373636  0.518  1460  1576  2901 968  32   0   0   0   0  -1  24.6  70
 443.0  371419  0.515  1460  1577  2906 968  32   0   0   0   0  -1  24.6  70
 444.0  369214  0.512  1460  1578  2911 968  32   0   0   0   0  -1  24.6  70
 445.0  367021  0.509  1460  1579  2916 968  32   0   0   0   0  -1  24.6  70
 446.0  364840  0.506  1460  1580  2921 968  32   0   0   0   0  -1  24.6  70
 447.0  362671  0.503  1460  1580  2926 968  32   0   0   0   0  -1  24.6  70
 448.0  360515  0.500  1460  1581  2931 968  32   0   0   0   0  -1  24.6  70
 449.0  358371  0.497  1461  1582  2936 968  32   0   0   0   0  -1  24.6  70
 450.0  356239  0.494  1461  1583  2941 968  32   0   0   0   0  -1  24.6  70
 451.0  354119  0.491  1461  1584  2946 968  32   0   0   0   0  -1  24.6  70
 452.0  352011  0.488  1461  1585  2951 968  32   0   0   0   0  -1  24.6  70
 453.0  349915  0.485  1461  1586  2956 968  32   0   0   0   0  -1  24.6  70
 454.0  347832  0.482  1461  1587  2961 968  32   0   0   0   0  -1  24.6  70
 455.0  345760  0.479  1461  1588  2966 968  32   0   0   0   0  -1  24.6  70
 456.0  343701  0.477  1461  1589  2971 968  32   0   0   0   0  -1  24.6  70
 457.0  341654  0.474  1461  1590  2976 968  32   0   0   0   0  -1  24.6  70
 458.0  339619  0.471  1461  1591  2982 968  32   0   0   0   0  -1  24.6  70
 459.0  337596  0.468  1461  1593  2987 968  32   0   0   0   0  -1  24.6  70
 460.0  335585  0.465  1461  1594  2992 968  32   0   0   0   0  -1  24.6  70
 461.0  333587  0.463  1461  1595  2997 968  32   0   0   0   0  -1  24.6  70
 462.0  331600  0.460  1461  1596  3002 968  32   0   0   0   0  -1  24.6  70
 463.0  329625  0.457  1461  1597  3007 968  32   0   0   0   0  -1  24.6  70
 464.0  327662  0.454  1461  1598  3012 967  32   0   0   0   0  -1  24.6  70
 465.0  325711  0.452  1461  1599  3017 967  32   0   0   0   0  -1  24.6  70
 466.0  323772  0.449  1461  1600  3022 967  32   0   0   0   0  -1  24.6  70
 467.0  321845  0.446  1461  1601  3027 967  32   0   0   0   0  -1  24.6  70
 468.0  319930  0.444  1461  1602  3032 967  33   0   0   0   0  -1  24.6  70
 469.0  318027  0.441  1461  1603  3037 967  33   0   0   0   0  -1  24.6  70
 470.0  316135  0.438  1461  1604  3042 967  33   0   0   0   0  -1  24.6  70
 471.0  314255  0.436  1461  1605  3047 967  33   0   0   0   0  -1  24.6  70
 472.0  312387  0.433  1461  1606  3052 967  33   0   0   0   0  -1  24.6  70
 473.0  310530  0.431  1461  1607  3057 967  33   0   0   0   0  -1  24.6  70
 474.0  308685  0.428  1462  1608  3062 967  33   0   0   0   0  -1  24.6  70
 475.0  306852  0.426  1462  1609  3067 967  33   0   0   0   0  -1  24.6  70
 476.0  305031  0.423  1462  1610  3072 967  33   0   0   0   0  -1  24.6  70
 477.0  303220  0.420  1462  1611  3077 967  33   0   0   0   0  -1  24.6  70
 478.0  301422  0.418  1462  1612  3082 967  33   0   0   0   0  -1  24.6  70
 479.0  299634  0.416  1462  1613  3087 967  33   0   0   0   0  -1  24.6  70
 480.0  297859  0.413  1462  1614  3092 967  33   0   0   0   0  -1  24.6  70
 481.0  296094  0.411  1462  1615  3097 967  33   0   0   0   0  -1  24.6  70
 482.0  294341  0.408  1462  1616  3102 967  33   0   0   0   0  -1  24.6  70
 483.0  292599  0.406  1462  1617  3107 967  33   0   0   0   0  -1  24.6  70
 484.0  290868  0.403  1462  1618  3112 967  33   0   0   0   0  -1  24.6  70
 485.0  289149  0.401  1462  1619  3117 967  33   0   0   0   0  -1  24.6  70
 486.0  287440  0.399  1462  1620  3122 967  33   0   0   0   0  -1  24.6  70
 487.0  285743  0.396  1462  1621  3127 967  33   0   0   0   0  -1  24.6  70
 488.0  284057  0.394  1462  1622  3132 967  33   0   0   0   0  -1  24.6  70
 489.0  282381  0.392  1462  1623  3137 967  33   0   0   0   0  -1  24.6  70
 490.0  280717  0.389  1462  1624  3142 966  33   0   0   0   0  -1  24.6  70
 491.0  279063  0.387  1462  1625  3147 966  33   0   0   0   0  -1  24.6  70
 492.0  277420  0.385  1462  1626  3152 966  33   0   0   0   0  -1  24.6  70
 493.0  275788  0.382  1462  1627  3157 966  33   0   0   0   0  -1  24.6  70
 494.0  274167  0.380  1462  1628  3162 966  33   0   0   0   0  -1  24.6  70
 495.0  272557  0.378  1462  1629  3167 966  33   0   0   0   0  -1  24.6  70
 496.0  270957  0.376  1462  1630  3172 966  34   0   0   0   0  -1  24.6  70
 497.0  269367  0.374  1462  1631  3177 966  34   0   0   0   0  -1  24.6  70
 498.0  267788  0.371  1462  1632  3182 966  34   0   0   0   0  -1  24.6  70
 499.0  266220  0.369  1462  1633  3187 966  34   0   0   0   0  -1  24.6  70
 500.0  264662  0.367  1462  1634  3192 966  34   0   0   0   0  -1  24.6  70
 501.0  263114  0.365  1462  1635  3197 966  34   0   0   0   0  -1  24.6  70
 502.0  261576  0.363  1462  1636  3202 966  34   0   0   0   0  -1  24.6  70
 503.0  260049  0.361  1462  1637  3207 966  34   0   0   0   0  -1  24.6  70
 504.0  258532  0.359  1462  1638  3212 966  34   0   0   0   0  -1  24.6  70
 505.0  257025  0.356  1462  1639  3217 966  34   0   0   0   0  -1  24.6  70
 506.0  255528  0.354  1462  1640  3222 966  34   0   0   0   0  -1  24.6  70
 507.0  254041  0.352  1462  1641  3227 966  34   0   0   0   0  -1  24.6  70
 508.0  252565  0.350  1462  1642  3232 966  34   0   0   0   0  -1  24.6  70
 509.0  251097  0.348  1462  1643  3237 966  34   0   0   0   0  -1  24.6  70
 510.0  249640  0.346  1462  1644  3242 966  34   0   0   0   0  -1  24.6  70
 511.0  248193  0.344  1462  1645  3247 966  34   0   0   0   0  -1  24.6  70
 512.0  246755  0.342  1462  1646  3252 966  34   0   0   0   0  -1  24.6  70
 513.0  245327  0.340  1462  1647  3257 966  34   0   0   0   0  -1  24.6  70
 514.0  243909  0.338  1462  1648  3262 966  34   0   0   0   0  -1  24.6  70
 515.0  242500  0.336  1462  1649  3267 966  34   0   0   0   0  -1  24.6  70
 516.0  241101  0.334  1462  1650  3271 965  34   0   0   0   0  -1  24.6  70
 517.0  239711  0.332  1462  1651  3276 965  34   0   0   0   0  -1  24.6  70
 518.0  238330  0.331  1462  1652  3281 965  34   0   0   0   0  -1  24.6  70
 519.0  236959  0.329  1462  1653  3286 965  34   0   0   0   0  -1  24.6  70
 520.0  235597  0.327  1463  1654  3291 965  34   0   0   0   0  -1  24.6  70
 521.0  234245  0.325  1463  1655  3296 965  34   0   0   0   0  -1  24.6  70
 522.0  232901  0.323  1463  1656  3301 965  35   0   0   0   0  -1  24.6  70
 523.0  231567  0.321  1463  1657  3305 965  35   0   0   0   0  -1  24.6  70
 524.0  230242  0.319  1463  1658  3310 965  35   0   0   0   0  -1  24.6  70
 525.0  228925  0.317  1463  1659  3315 965  35   0   0   0   0  -1  24.6  70
 526.0  227618  0.316  1463  1660  3320 965  35   0   0   0   0  -1  24.6  70
 527.0  226319  0.314  1463  1661  3324 965  35   0   0   0   0  -1  24.6  70
 528.0  225030  0.312  1463  1662  3329 965  35   0   0   0   0  -1  24.6  70
 529.0  223749  0.310  1463  1663  3333 965  35   0   0   0   0  -1  24.6  70
 530.0  222477  0.309  1463  1664  3338 965  35   0   0   0   0  -1  24.6  70
 531.0  221213  0.307  1463  1665  3343 965  35   0   0   0   0  -1  24.6  70
 532.0  219958  0.305  1463  1666  3347 965  35   0   0   0   0  -1  24.6  70
 533.0  218712  0.303  1463  1667  3352 965  35   0   0   0   0  -1  24.6  70
 534.0  217474  0.302  1463  1668  3356 965  35   0   0   0   0  -1  24.6  70
 535.0  216244  0.300  1463  1669  3360 965  35   0   0   0   0  -1  24.6  70
 536.0  215023  0.298  1463  1670  3365 965  35   0   0   0   0  -1  24.6  70
 537.0  213810  0.296  1463  1671  3369 965  35   0   0   0   0  -1  24.6  70
 538.0  212606  0.295  1463  1672  3373 965  35   0   0   0   0  -1  24.6  70
 539.0  211409  0.293  1463  1673  3377 965  35   0   0   0   0  -1  24.6  70
 540.0  210221  0.292  1463  1674  3381 964  35   0   0   0   0  -1  24.6  70
 541.0  209041  0.290  1463  1675  3385 964  35   0   0   0   0  -1  24.6  70
 542.0  207869  0.288  1463  1676  3389 964  35   0   0   0   0  -1  24.6  70
 543.0  206705  0.287  1463  1677  3393 964  35   0   0   0   0  -1  24.6  70
 544.0  205549  0.285  1463  1678  3396 964  35   0   0   0   0  -1  24.6  70
 545.0  204401  0.283  1463  1679  3400 964  35   0   0   0   0  -1  24.6  70
 546.0  203260  0.282  1463  1680  3403 964  36   0   0   0   0  -1  24.6  70
 547.0  202128  0.280  1463  1681  3407 964  36   0   0   0   0  -1  24.6  70
 548.0  201003  0.279  1463  1682  3410 964  36   0   0   0   0  -1  24.6  70
 549.0  199885  0.277  1463  1683  3413 964  36   0   0   0   0  -1  24.6  70
 550.0  198776  0.276  1463  1684  3417 964  36   0   0   0   0  -1  24.6  70
 551.0  197674  0.274  1463  1685  3420 964  36   0   0   0   0  -1  24.6  70
 552.0  196579  0.273  1463  1686  3423 964  36   0   0   0   0  -1  24.6  70
 553.0  195492  0.271  1463  1687  3425 964  36   0   0   0   0  -1  24.6  70
 554.0  194413  0.270  1463  1688  3428 964  36   0   0   0   0  -1  24.6  70
 555.0  193340  0.268  1463  1689  3431 964  36   0   0   0   0  -1  24.6  70
 556.0  192275  0.267  1463  1690  3433 964  36   0   0   0   0  -1  24.6  70
 557.0  191218  0.265  1463  1691  3436 964  36   0   0   0   0  -1  24.6  70
 558.0  190167  0.264  1463  1692  3438 964  36   0   0   0   0  -1  24.6  70
 559.0  189124  0.262  1463  1693  3441 964  36   0   0   0   0  -1  24.6  70
 560.0  188088  0.261  1463  1694  3443 964  36   0   0   0   0  -1  24.6  70
 561.0  187058  0.259  1463  1695  3445 963  36   0   0   0   0  -1  24.6  70
 562.0  186036  0.258  1463  1696  3447 963  36   0   0   0   0  -1  24.6  70
 563.0  185021  0.257  1463  1698  3449 963  36   0   0   0   0  -1  24.6  70
 564.0  184013  0.255  1463  1699  3451 963  36   0   0   0   0  -1  24.6  70
 565.0  183011  0.254  1463  1700  3453 963  36   0   0   0   0  -1  24.6  70
 566.0  182017  0.252  1463  1701  3455 963  36   0   0   0   0  -1  24.6  70
 567.0  181029  0.251  1463  1702  3457 963  36   0   0   0   0  -1  24.6  70
 568.0  180047  0.250  1463  1703  3458 963  36   0   0   0   0  -1  24.6  70
 569.0  179073  0.248  1463  1704  3460 963  37   0   0   0   0  -1  24.6  70
 570.0  178105  0.247  1463  1705  3462 963  37   0   0   0   0  -1  24.6  70
 571.0  177144  0.246  1463  1706  3463 963  37   0   0   0   0  -1  24.6  70
 572.0  176189  0.244  1463  1707  3465 963  37   0   0   0   0  -1  24.6  70
 573.0  175241  0.243  1463  1708  3466 963  37   0   0   0   0  -1  24.6  70
 574.0  174299  0.242  1463  1709  3468 963  37   0   0   0   0  -1  24.6  70
 575.0  173363  0.240  1463  1710  3469 963  37   0   0   0   0  -1  24.6  70
 576.0  172434  0.239  1463  1711  3471 963  37   0   0   0   0  -1  24.6  70
 577.0  171511  0.238  1463  1712  3472 963  37   0   0   0   0  -1  24.6  70
 578.0  170594  0.237  1463  1714  3474 963  37   0   0   0   0  -1  24.6  70
 579.0  169684  0.235  1463  1715  3475 963  37   0   0   0   0  -1  24.6  70
 580.0  168779  0.234  1463  1716  3476 963  37   0   0   0   0  -1  24.6  70
 581.0  167881  0.233  1463  1717  3478 962  37   0   0   0   0  -1  24.6  70
 582.0  166989  0.232  1463  1718  3479 962  37   0   0   0   0  -1  24.6  70
 583.0  166103  0.230  1463  1719  3480 962  37   0   0   0   0  -1  24.6  70
 584.0  165223  0.229  1463  1721  3481 962  37   0   0   0   0  -1  24.6  70
 585.0  164349  0.228  1463  1722  3483 962  37   0   0   0   0  -1  24.6  70
 586.0  163480  0.227  1463  1723  3484 962  37   0   0   0   0  -1  24.6  70
 587.0  162618  0.226  1463  1724  3485 962  37   0   0   0   0  -1  24.6  70
 588.0  161761  0.224  1463  1726  3487 962  37   0   0   0   0  -1  24.6  70
 589.0  160910  0.223  1463  1727  3488 962  38   0   0   0   0  -1  24.6  70
 590.0  160065  0.222  1463  1728  3489 962  38   0   0   0   0  -1  24.6  70
 591.0  159226  0.221  1463  1729  3490 962  38   0   0   0   0  -1  24.6  70
 592.0  158392  0.220  1463  1731  3491 962  38   0   0   0   0  -1  24.6  70
 593.0  157563  0.218  1463  1732  3493 962  38   0   0   0   0  -1  24.6  70
 594.0  156741  0.217  1463  1734  3494 962  38   0   0   0   0  -1  24.6  70
 595.0  155923  0.216  1463  1735  3495 962  38   0   0   0   0  -1  24.6  70
 596.0  155112  0.215  1463  1737  3496 962  38   0   0   0   0  -1  24.6  70
 597.0  154305  0.214  1463  1738  3497 962  38   0   0   0   0  -1  24.6  70
 598.0  153504  0.213  1463  1740  3499 962  38   0   0   0   0  -1  24.6  70
 599.0  152709  0.212  1463  1741  3500 962  38   0   0   0   0  -1  24.6  70
 600.0  151919  0.211  1463  1743  3501 961  38   0   0   0   0  -1  24.6  70
 601.0  151134  0.210  1463  1744  3502 961  38   0   0   0   0  -1  24.6  70
 602.0  150354  0.209  1463  1746  3503 961  38   0   0   0   0  -1  24.6  70
 603.0  149579  0.207  1463  1748  3505 961  38   0   0   0   0  -1  24.6  70
 604.0  148810  0.206  1463  1749  3506 961  38   0   0   0   0  -1  24.6  70
 605.0  148046  0.205  1463  1751  3507 961  38   0   0   0   0  -1  24.6  70
 606.0  147286  0.204  1463  1753  3508 961  38   0   0   0   0  -1  24.6  70
 607.0  146532  0.203  1463  1755  3509 961  38   0   0   0   0  -1  24.6  70
 608.0  145783  0.202  1463  1756  3510 961  38   0   0   0   0  -1  24.6  70
 609.0  145039  0.201  1463  1758  3512 961  39   0   0   0   0  -1  24.6  70
 610.0  144299  0.200  1463  1760  3513 961  39   0   0   0   0  -1  24.6  70
 611.0  143565  0.199  1463  1762  3514 961  39   0   0   0   0  -1  24.6  70
 612.0  142836  0.198  1463  1764  3515 961  39   0   0   0   0  -1  24.6  70
 613.0  142111  0.197  1463  1766  3516 961  39   0   0   0   0  -1  24.6  70
 614.0  141391  0.196  1463  1768  3517 961  39   0   0   0   0  -1  24.6  70
 615.0  140676  0.195  1463  1770  3519 961  39   0   0   0   0  -1  24.6  70
 616.0  139965  0.194  1463  1772  3520 961  39   0   0   0   0  -1  24.6  70
 617.0  139260  0.193  1463  1774  3521 961  39   0   0   0   0  -1  24.6  70
 618.0  138558  0.192  1463  1776  3522 960  39   0   0   0   0  -1  24.6  70
 619.0  137862  0.191  1463  1778  3523 960  39   0   0   0   0  -1  24.6  70
 620.0  137170  0.190  1463  1780  3524 960  39   0   0   0   0  -1  24.6  70
 621.0  136483  0.189  1463  1782  3526 960  39   0   0   0   0  -1  24.6  70
 622.0  135800  0.188  1463  1784  3527 960  39   0   0   0   0  -1  24.6  70
 623.0  135121  0.187  1463  1786  3528 960  39   0   0   0   0  -1  24.6  70
 624.0  134447  0.186  1463  1788  3529 960  39   0   0   0   0  -1  24.6  70
 625.0  133778  0.186  1463  1790  3530 960  39   0   0   0   0  -1  24.6  70
 626.0  133113  0.185  1463  1792  3531 960  39   0   0   0   0  -1  24.6  70
 627.0  132452  0.184  1463  1795  3533 960  39   0   0   0   0  -1  24.6  70
 628.0  131795  0.183  1463  1797  3534 960  40   0   0   0   0  -1  24.6  70
 629.0  131143  0.182  1463  1799  3535 960  40   0   0   0   0  -1  24.6  70
 630.0  130495  0.181  1463  1801  3536 960  40   0   0   0   0  -1  24.6  70
 631.0  129851  0.180  1463  1803  3537 960  40   0   0   0   0  -1  24.6  70
 632.0  129212  0.179  1463  1805  3538 960  40   0   0   0   0  -1  24.6  70
 633.0  128576  0.178  1463  1807  3540 960  40   0   0   0   0  -1  24.6  70
 634.0  127945  0.177  1463  1810  3541 960  40   0   0   0   0  -1  24.6  70
 635.0  127318  0.177  1463  1812  3542 960  40   0   0   0   0  -1  24.6  70
 636.0  126695  0.176  1463  1814  3543 959  40   0   0   0   0  -1  24.6  70
 637.0  126075  0.175  1463  1816  3544 959  40   0   0   0   0  -1  24.6  70
 638.0  125460  0.174  1463  1818  3545 959  40   0   0   0   0  -1  24.6  70
 639.0  124849  0.173  1463  1820  3546 959  40   0   0   0   0  -1  24.6  70
 640.0  124242  0.172  1463  1823  3548 959  40   0   0   0   0  -1  24.6  70
 641.0  123639  0.171  1463  1825  3549 959  40   0   0   0   0  -1  24.6  70
 642.0  123039  0.171  1463  1827  3550 959  40   0   0   0   0  -1  24.6  70
 643.0  122444  0.170  1463  1829  3551 959  40   0   0   0   0  -1  24.6  70
 644.0  121852  0.169  1463  1831  3552 959  40   0   0   0   0  -1  24.6  70
 645.0  121264  0.168  1463  1833  3553 959  40   0   0   0   0  -1  24.6  70
 646.0  120680  0.167  1463  1836  3555 959  40   0   0   0   0  -1  24.6  70
 647.0  120100  0.167  1463  1838  3556 959  41   0   0   0   0  -1  24.6  70
 648.0  119523  0.166  1463  1840  3557 959  41   0   0   0   0  -1  24.6  70
 649.0  118950  0.165  1463  1842  3558 959  41   0   0   0   0  -1  24.6  70
 650.0  118380  0.164  1463  1844  3559 959  41   0   0   0   0  -1  24.6  70
 651.0  117815  0.163  1463  1847  3560 959  41   0   0   0   0  -1  24.6  70
 652.0  117253  0.163  1463  1849  3562 958  41   0   0   0   0  -1  24.6  70
 653.0  116694  0.162  1463  1851  3563 958  41   0   0   0   0  -1  24.6  70
 654.0  116139  0.161  1463  1853  3564 958  41   0   0   0   0  -1  24.6  70
 655.0  115588  0.160  1463  1855  3565 958  41   0   0   0   0  -1  24.6  70
 656.0  115040  0.160  1463  1858  3566 958  41   0   0   0   0  -1  24.6  70
 657.0  114495  0.159  1463  1860  3567 958  41   0   0   0   0  -1  24.6  70
 658.0  113954  0.158  1463  1862  3569 958  41   0   0   0   0  -1  24.6  70
 659.0  113417  0.157  1463  1864  3570 958  41   0   0   0   0  -1  24.6  70
 660.0  112882  0.157  1463  1866  3571 958  41   0   0   0   0  -1  24.6  70
 661.0  112352  0.156  1463  1868  3572 958  41   0   0   0   0  -1  24.6  70
 662.0  111824  0.155  1463  1871  3573 958  41   0   0   0   0  -1  24.6  70
 663.0  111300  0.154  1463  1873  3574 958  41   0   0   0   0  -1  24.6  70
 664.0  110779  0.154  1463  1875  3575 958  41   0   0   0   0  -1  24.6  70
 665.0  110261  0.153  1463  1877  3577 958  42   0   0   0   0  -1  24.6  70
 666.0  109747  0.152  1463  1879  3578 958  42   0   0   0   0  -1  24.6  70
 667.0  109236  0.151  1463  1882  3579 958  42   0   0   0   0  -1  24.6  70
 668.0  108728  0.151  1463  1884  3580 957  42   0   0   0   0  -1  24.6  70
 669.0  108223  0.150  1463  1886  3581 957  42   0   0   0   0  -1  24.6  70
 670.0  107722  0.149  1463  1888  3582 957  42   0   0   0   0  -1  24.6  70
 671.0  107223  0.149  1463  1890  3584 957  42   0   0   0   0  -1  24.6  70
 672.0  106728  0.148  1463  1893  3585 957  42   0   0   0   0  -1  24.6  70
 673.0  106236  0.147  1463  1895  3586 957  42   0   0   0   0  -1  24.6  70
 674.0  105747  0.147  1463  1897  3587 957  42   1   0   0   0  -1  24.6  70
 675.0  105260  0.146  1463  1899  3588 957  42   1   0   0   0  -1  24.6  70
 676.0  104777  0.145  1463  1901  3589 957  42   1   0   0   0  -1  24.6  70
 677.0  104297  0.145  1463  1904  3591 957  42   1   0   0   0  -1  24.6  70
 678.0  103820  0.144  1463  1906  3592 957  42   1   0   0   0  -1  24.6  70
 679.0  103346  0.143  1463  1908  3593 957  42   1   0   0   0  -1  24.6  70
 680.0  102875  0.143  1463  1910  3594 957  42   1   0   0   0  -1  24.6  70
 681.0  102406  0.142  1463  1912  3595 957  42   1   0   0   0  -1  24.6  70
 682.0  101941  0.141  1463  1915  3596 957  42   1   0   0   0  -1  24.6  70
 683.0  101478  0.141  1463  1917  3598 957  43   1   0   0   0  -1  24.6  70
 684.0  101019  0.140  1463  1919  3599 956  43   1   0   0   0  -1  24.6  70
 685.0  100562  0.139  1463  1921  3600 956  43   1   0   0   0  -1  24.6  70
 686.0  100107  0.139  1463  1923  3601 956  43   1   0   0   0  -1  24.6  70
 687.0   99656  0.138  1463  1926  3602 956  43   1   0   0   0  -1  24.6  70
 688.0   99208  0.138  1463  1928  3603 956  43   1   0   0   0  -1  24.6  70
 689.0   98762  0.137  1463  1930  3604 956  43   1   0   0   0  -1  24.6  70
 690.0   98319  0.136  1463  1932  3606 956  43   1   0   0   0  -1  24.6  70
 691.0   97878  0.136  1463  1934  3607 956  43   1   0   0   0  -1  24.6  70
 692.0   97441  0.135  1463  1937  3608 956  43   1   0   0   0  -1  24.6  70
 693.0   97006  0.135  1463  1939  3609 956  43   1   0   0   0  -1  24.6  70
 694.0   96573  0.134  1463  1941  3610 956  43   1   0   0   0  -1  24.6  70
 695.0   96144  0.133  1463  1943  3611 956  43   1   0   0   0  -1  24.6  70
 696.0   95716  0.133  1463  1945  3613 956  43   1   0   0   0  -1  24.6  70
 697.0   95292  0.132  1463  1948  3614 956  43   1   0   0   0  -1  24.6  70
 698.0   94870  0.132  1463  1950  3615 956  43   1   0   0   0  -1  24.6  70
 699.0   94451  0.131  1463  1952  3616 955  43   1   0   0   0  -1  24.6  70
 700.0   94034  0.130  1463  1954  3617 955  44   1   0   0   0  -1  24.6  70
 701.0   93619  0.130  1463  1956  3618 955  44   1   0   0   0  -1  24.6  70
 702.0   93207  0.129  1463  1959  3620 955  44   1   0   0   0  -1  24.6  70
 703.0   92798  0.129  1463  1961  3621 955  44   1   0   0   0  -1  24.6  70
 704.0   92391  0.128  1463  1963  3622 955  44   1   0   0   0  -1  24.6  70
 705.0   91987  0.128  1463  1965  3623 955  44   1   0   0   0  -1  24.6  70
 706.0   91585  0.127  1463  1967  3624 955  44   1   0   0   0  -1  24.6  70
 707.0   91185  0.126  1463  1969  3625 955  44   1   0   0   0  -1  24.6  70
 708.0   90788  0.126  1463  1972  3626 955  44   1   0   0   0  -1  24.6  70
 709.0   90393  0.125  1463  1974  3628 955  44   1   0   0   0  -1  24.6  70
 710.0   90000  0.125  1463  1976  3629 955  44   1   0   0   0  -1  24.6  70
 711.0   89610  0.124  1463  1978  3630 955  44   1   0   0   0  -1  24.6  70
 712.0   89222  0.124  1463  1980  3631 955  44   1   1   0   0  -1  24.6  70
 713.0   88837  0.123  1463  1983  3632 954  44   1   1   0   0  -1  24.6  70
